,,from,to,distance
5438332469,5438332468,5438332469,5438332468,20.963042
5438332472,3999497936,5438332472,3999497936,44.183237
5438332472,5438332471,5438332472,5438332471,16.49819
5438332473,65308770,5438332473,65308770,26.137013
5438332474,5438332473,5438332474,5438332473,14.858429
5438332475,5438332474,5438332475,5438332474,18.911769
5438332477,5438332473,5438332477,5438332473,19.055886
5438332477,5438332475,5438332477,5438332475,12.750441
5438332478,5438332477,5438332478,5438332477,13.990947
5438332479,65308770,5438332479,65308770,32.783303
5438332479,5438332478,5438332479,5438332478,27.259662
5438332481,266903680,5438332481,266903680,45.666726
5438332481,5438332482,5438332481,5438332482,13.853533
5438332482,5438332483,5438332482,5438332483,12.406322
5438332483,4941620869,5438332483,4941620869,22.266441
5438332485,4941620868,5438332485,4941620868,16.858811
5438332488,4941620874,5438332488,4941620874,10.104392
5438332489,5438332497,5438332489,5438332497,23.260388
5438332496,5020779103,5438332496,5020779103,19.939565
5438332496,5438332489,5438332496,5438332489,37.339346
5438332497,5438332496,5438332497,5438332496,28.510802
5438332499,65290286,5438332499,65290286,77.894604
5438332500,5438332499,5438332500,5438332499,22.128953
5438332501,5438332502,5438332501,5438332502,26.42072
5438332502,4941620660,5438332502,4941620660,21.219924
5438332509,65313440,5438332509,65313440,39.351835
5438332509,5438332503,5438332509,5438332503,20.257637
5438332515,65340079,5438332515,65340079,63.809436
5438332515,5438332514,5438332515,5438332514,10.832682
5438332526,65357027,5438332526,65357027,23.488467
5438332526,5438332523,5438332526,5438332523,14.943724
5438332536,65317334,5438332536,65317334,52.928184
5438332536,5438332535,5438332536,5438332535,11.780649
5438332537,4941618159,5438332537,4941618159,13.741837
5438332539,5427594686,5438332539,5427594686,3.805623
5438332540,1985112018,5438332540,1985112018,11.379545
5438332544,7521793844,5438332544,7521793844,61.397015
5438332545,6421651913,5438332545,6421651913,7.929386
5438332545,6421651916,5438332545,6421651916,16.472507
5438557786,5438557811,5438557786,5438557811,37.900036
5438557787,5438557789,5438557787,5438557789,48.443063
5438557788,703454965,5438557788,703454965,93.737202
5438557789,8248658566,5438557789,8248658566,2.491732
5438557791,8248642030,5438557791,8248642030,8.043543
5438557791,8248642032,5438557791,8248642032,42.99159
5438557795,6389800467,5438557795,6389800467,63.668556
5438557795,8248642022,5438557795,8248642022,9.859954
5438557796,5438557801,5438557796,5438557801,13.061776
5438557797,8433575342,5438557797,8433575342,3.787678
5438557800,5438557797,5438557800,5438557797,12.991526
5438557801,6483302504,5438557801,6483302504,15.370866
5438557801,8433575341,5438557801,8433575341,7.137927
5438557804,8424139287,5438557804,8424139287,7.496019
5438557804,9372684652,5438557804,9372684652,49.097095
5438557807,2253708183,5438557807,2253708183,79.007921
5438557807,5438557806,5438557807,5438557806,7.878764
5438557811,8446523328,5438557811,8446523328,122.681112
5438557812,5027131659,5438557812,5027131659,46.845555
5438557812,5438557811,5438557812,5438557811,11.261246
5438557813,5438557786,5438557813,5438557786,11.250622
5438557813,5438557812,5438557813,5438557812,37.936074
5438557814,65345130,5438557814,65345130,16.916176
5438557815,5438557814,5438557815,5438557814,8.686009
5438557815,6355595215,5438557815,6355595215,30.420688
5438557817,5438557815,5438557817,5438557815,33.683757
5438557817,6355595213,5438557817,6355595213,30.931596
5438557818,5438557817,5438557818,5438557817,3.709885
5438557818,5438558021,5438557818,5438558021,74.378194
5438557820,6355595211,5438557820,6355595211,56.419646
5438558021,5438557820,5438558021,5438557820,3.848228
5438558021,6355595330,5438558021,6355595330,56.464009
5438558025,1996007292,5438558025,1996007292,36.831986
5438558025,8366206802,5438558025,8366206802,9.587552
5438558028,6355595223,5438558028,6355595223,8.420109
5438558028,6355595235,5438558028,6355595235,56.11964
5438558029,6336997156,5438558029,6336997156,29.441701
5438558030,5438558029,5438558030,5438558029,15.984449
5438558032,5438558030,5438558032,5438558030,52.951716
5438558033,65318043,5438558033,65318043,33.728045
5438558033,6336997147,5438558033,6336997147,10.700108
5438558033,6336997155,5438558033,6336997155,59.983897
5438558034,6336760073,5438558034,6336760073,35.993024
5438558035,8366211917,5438558035,8366211917,11.814934
5438558036,5438558035,5438558036,5438558035,36.608458
5438558037,8366206814,5438558037,8366206814,7.490488
5438558037,8446523344,5438558037,8446523344,163.453139
5438558040,272516190,5438558040,272516190,26.610695
5438558040,5438558039,5438558040,5438558039,4.837853
5438558043,7025572162,5438558043,7025572162,130.756226
5438558043,7025573391,5438558043,7025573391,7.380039
5438558044,2659469083,5438558044,2659469083,60.499854
5438558045,8811710952,5438558045,8811710952,2.198203
5438558047,5438558045,5438558047,5438558045,25.675406
5438558048,5438558047,5438558048,5438558047,14.019482
5438558048,8811680762,5438558048,8811680762,26.695314
5438558052,65365858,5438558052,65365858,1.404784
5438558053,5438558052,5438558053,5438558052,10.518763
5438558054,5438558053,5438558054,5438558053,42.507133
5438558055,5438558054,5438558055,5438558054,18.903109
5438558056,5438558055,5438558056,5438558055,43.34596
5438558057,5438558052,5438558057,5438558052,18.900787
5438558057,5438558056,5438558057,5438558056,10.111887
5438558060,5438558059,5438558060,5438558059,4.215322
5438558060,8455257854,5438558060,8455257854,42.321101
5438558062,65299793,5438558062,65299793,143.141823
5438558063,5438558062,5438558063,5438558062,14.124079
5438558064,5438558063,5438558064,5438558063,19.08635
5438558065,65345368,5438558065,65345368,3.431668
5438558065,8629992069,5438558065,8629992069,7.307984
5438558069,65345370,5438558069,65345370,49.583091
5438558069,5438558068,5438558069,5438558068,10.379819
5438558072,65314587,5438558072,65314587,45.582256
5438558072,8629966753,5438558072,8629966753,8.168964
5439328861,615144558,5439328861,615144558,22.256372
5439328861,5439328860,5439328861,5439328860,10.328409
5439328867,5439328871,5439328867,5439328871,12.699294
5439328868,5439328867,5439328868,5439328867,8.137591
5439328869,5439328868,5439328869,5439328868,10.163824
5439328869,5439328873,5439328869,5439328873,12.710399
5439328870,5439328869,5439328870,5439328869,18.058115
5439328870,5439328876,5439328870,5439328876,15.562716
5439328871,65324777,5439328871,65324777,176.876543
5439328872,5439328871,5439328872,5439328871,9.785681
5439328873,5439328872,5439328873,5439328872,8.516387
5439328875,5439328873,5439328875,5439328873,24.366984
5439328876,65294075,5439328876,65294075,60.47235
5439328876,5439328875,5439328876,5439328875,12.019907
5439328879,5439328878,5439328879,5439328878,36.519349
5439328879,7543519679,5439328879,7543519679,5.514295
5439328880,5363516811,5439328880,5363516811,9.955224
5439328881,5439328880,5439328881,5439328880,38.314284
5439328881,6353362679,5439328881,6353362679,38.188095
5439328882,5439328885,5439328882,5439328885,6.204307
5439328883,5439328882,5439328883,5439328882,15.919655
5439328885,5439328883,5439328885,5439328883,17.073448
5439328886,6353362686,5439328886,6353362686,10.614263
5439328886,6392169051,5439328886,6392169051,43.657712
5439328889,65341534,5439328889,65341534,35.570247
5439328889,5439328888,5439328889,5439328888,11.167704
5439328890,5439328889,5439328890,5439328889,20.264581
5439328891,5439328890,5439328891,5439328890,12.823431
5439328892,5439328891,5439328892,5439328891,13.480603
5439328893,5439328892,5439328893,5439328892,7.257172
5439328894,5439328893,5439328894,5439328893,13.414488
5439328895,5439328890,5439328895,5439328890,7.256526
5439328895,5439328894,5439328895,5439328894,12.900661
5439328896,5439328897,5439328896,5439328897,13.088576
5439328897,5439328898,5439328897,5439328898,12.218052
5439328898,5439328901,5439328898,5439328901,12.799728
5439328901,5439328896,5439328901,5439328896,12.785711
5439328901,6353360641,5439328901,6353360641,170.002946
5439328907,5439328903,5439328907,5439328903,42.571239
5439328907,6353362695,5439328907,6353362695,67.651492
5439328910,8957716374,5439328910,8957716374,8.090609
5439328910,8958169424,5439328910,8958169424,147.526194
5439523530,5439523534,5439523530,5439523534,22.277887
5439523533,5439523530,5439523533,5439523530,19.516082
5439523534,5439523533,5439523534,5439523533,7.83076
5439597949,5439597957,5439597949,5439597957,77.388825
5439597950,5439597949,5439597950,5439597949,14.895236
5439597950,5439597955,5439597950,5439597955,84.086041
5439597951,5439597950,5439597951,5439597950,17.019812
5439597951,5439597953,5439597951,5439597953,91.878329
5439597952,1897190121,5439597952,1897190121,6.932184
5439597953,5439597956,5439597953,5439597956,17.772808
5439597955,5439597960,5439597955,5439597960,11.160018
5439597956,5439597950,5439597956,5439597950,91.580123
5439597956,5439597957,5439597956,5439597957,19.761837
5439597959,5439597951,5439597959,5439597951,84.674231
5439597959,5439597952,5439597959,5439597952,31.392209
5439597959,5439597955,5439597959,5439597955,8.642261
5439597960,5439597949,5439597960,5439597949,93.962376
5439603256,5439603259,5439603256,5439603259,69.180266
5439603258,5439603256,5439603258,5439603256,68.743932
5439603259,5439603258,5439603259,5439603258,15.611885
5439603262,5439603256,5439603262,5439603256,18.361045
5439639154,612724682,5439639154,612724682,66.556573
5439639154,5439639153,5439639154,5439639153,6.749068
5439644844,318307143,5439644844,318307143,53.305396
5439644844,6424476535,5439644844,6424476535,9.172812
5439654469,5439654472,5439654469,5439654472,12.906608
5439654470,5439654469,5439654470,5439654469,19.999319
5439654472,5439654474,5439654472,5439654474,19.071957
5439654473,5439654472,5439654473,5439654472,50.816885
5439654473,5439654475,5439654473,5439654475,18.710916
5439654474,5439654476,5439654474,5439654476,19.837166
5439654475,5439654474,5439654475,5439654474,48.774473
5439654475,5439654477,5439654475,5439654477,19.818922
5439654476,5439654478,5439654476,5439654478,19.092645
5439654477,3170753607,5439654477,3170753607,19.042614
5439654477,5439654476,5439654477,5439654476,46.650075
5439654478,5439654480,5439654478,5439654480,20.412441
5439654480,3170753616,5439654480,3170753616,38.436374
5439654481,258972779,5439654481,258972779,48.985275
5439654481,5439654480,5439654481,5439654480,20.152245
5439654484,5439654487,5439654484,5439654487,27.43522
5439654485,65320652,5439654485,65320652,25.606131
5439654485,5439654484,5439654485,5439654484,16.728431
5439654486,5439654485,5439654486,5439654485,27.058108
5439654487,5439654486,5439654487,5439654486,10.471183
5439668925,5439668924,5439668925,5439668924,32.460346
5439717886,5439717885,5439717886,5439717885,10.053984
5439717886,6374700908,5439717886,6374700908,39.707037
5439717887,5439717886,5439717887,5439717886,37.432271
5439717888,5439717887,5439717888,5439717887,9.714711
5439717889,5439717888,5439717889,5439717888,24.148791
5439717890,65467429,5439717890,65467429,52.474993
5439717890,5439717889,5439717890,5439717889,17.042152
5439717893,65429116,5439717893,65429116,52.9182
5439717893,5439717897,5439717893,5439717897,25.2973
5439717894,373402462,5439717894,373402462,44.529399
5439717894,5439717895,5439717894,5439717895,16.900577
5439717895,5439717897,5439717895,5439717897,72.437455
5439717896,5439717895,5439717896,5439717895,40.427396
5439717898,5439717897,5439717898,5439717897,47.450364
5439717899,5439717898,5439717899,5439717898,14.815918
5439717899,5439717901,5439717899,5439717901,42.831432
5439717900,5439717896,5439717900,5439717896,12.200771
5439717900,5439717898,5439717900,5439717898,47.983011
5439717901,65472054,5439717901,65472054,88.882311
5439717901,5439717892,5439717901,5439717892,11.125315
5439717901,5439717900,5439717901,5439717900,11.806969
5439717904,5439717906,5439717904,5439717906,23.074545
5439717905,3998154674,5439717905,3998154674,35.017273
5439717905,5439717904,5439717905,5439717904,11.349288
5439717906,5439717904,5439717906,5439717904,23.074545
5439717907,440336868,5439717907,440336868,21.337477
5439717907,5439717906,5439717907,5439717906,12.595507
5439717908,440336993,5439717908,440336993,25.927439
5439717911,5439717890,5439717911,5439717890,21.32642
5439717911,5439717910,5439717911,5439717910,16.740534
5439717914,5439717913,5439717914,5439717913,11.428832
5439717914,5439718024,5439717914,5439718024,33.248342
5439718021,5439717920,5439718021,5439717920,9.736894
5439718023,5439718021,5439718023,5439718021,5.789067
5439718024,65467431,5439718024,65467431,29.07534
5439718024,5439718023,5439718024,5439718023,10.667305
5439722145,5439722144,5439722145,5439722144,13.977554
5439722145,5440265252,5439722145,5440265252,7.528521
5439722148,65429101,5439722148,65429101,30.194576
5439722148,5439722147,5439722148,5439722147,14.182976
5439722149,5439722153,5439722149,5439722153,18.885149
5439722153,3999483313,5439722153,3999483313,2.921704
5440069862,6356951874,5440069862,6356951874,20.982934
5440069863,6356890624,5440069863,6356890624,20.829384
5440069865,5440069868,5440069865,5440069868,11.673205
5440069868,5440069865,5440069868,5440069865,11.673205
5440069870,5440069868,5440069870,5440069868,44.291587
5440069870,6356891313,5440069870,6356891313,139.60347
5440069872,999546898,5440069872,999546898,14.590464
5440069873,999546617,5440069873,999546617,76.819202
5440186611,65321240,5440186611,65321240,52.936885
5440186611,5440186610,5440186611,5440186610,19.901839
5440186615,5440186614,5440186615,5440186614,19.300398
5440186615,5774303959,5440186615,5774303959,45.188866
5440186619,65288293,5440186619,65288293,41.573047
5440186619,5440186617,5440186619,5440186617,31.413876
5440186620,5440187023,5440186620,5440187023,43.71028
5440187021,5440186620,5440187021,5440186620,21.098763
5440187022,5440187021,5440187022,5440187021,44.156425
5440187023,5440187022,5440187023,5440187022,21.513308
5440187024,5440186620,5440187024,5440186620,5.90083
5440187025,5440187024,5440187025,5440187024,14.527441
5440187026,5440187031,5440187026,5440187031,10.277066
5440187027,5440187026,5440187027,5440187026,13.955265
5440187030,5440187027,5440187030,5440187027,9.690234
5440187031,4015798338,5440187031,4015798338,9.670055
5440187031,5440187030,5440187031,5440187030,14.00915
5440187032,5440187033,5440187032,5440187033,36.04131
5440187033,4365584371,5440187033,4365584371,12.169856
5440187035,4018848533,5440187035,4018848533,33.893744
5440265252,2610238185,5440265252,2610238185,16.611873
5440265252,5440265251,5440265252,5440265251,13.894551
5440265255,65290743,5440265255,65290743,108.582468
5440265255,5440265254,5440265255,5440265254,8.407462
5440265256,5440265254,5440265256,5440265254,26.194782
5440265260,5440265259,5440265260,5440265259,10.529627
5440265260,5440265266,5440265260,5440265266,33.879612
5440265262,5440265268,5440265262,5440265268,10.575139
5440265263,5440265262,5440265263,5440265262,33.361885
